,Title,Release Year
12881,Kiss of the Vampire,2009
12882,Audrey,2014
12883,A Wife Alone,2012
12884,Afraid of the Dark,1991
12885,Tulpan,2009
12886,Blood Car,2007
12887,Come Morning,2012
12888,Bone,1972
12889,Risen,2010
12890,Rider on a Dead Horse,1962
12891,Hell and Mr. Fudge,2012
12892,America,2011
12893,The Stone Boy,1984
12894,Puckoon,2002
12895,Moon Pilot,1962
12896,The Man Inside,2012
12897,Shotgun Wedding,2013
12898,A Doll's House,1973
12899,Contraband,1980
12900,Deadly Sweet,1967
12901,The System,1964
12902,Impy's Island,2006
12903,Gigola,2010
12904,The Prankster,2010
12905,Spinning Boris,2003
12906,Denver and Rio Grande,1952
12907,My Tutor Friend 2,2007
12908,Kid Vengeance,1977
12909,The Joke,1969
12910,Idaho Transfer,1973
12911,Stand,2014
12912,Between Heaven and Hell,1956
12913,Lonely Boy,2013
12914,Le Amiche,1955
12915,The Shattering,2015
12916,Deep Winter,2009
12917,Striking Range,2006
12918,Jin,2013
12919,The Kick,2011
12920,The Penitent Man,2010
12921,World of the Dead: The Zombie Diaries 2,2011
12922,Billa 2,2012
12923,Tamanchey,2014
12924,Scandal Makers,2008
12925,Sex Galaxy,2008
12926,Romero,1989
12927,Kaidan,2007
12928,Ready? OK!,2008
12929,Dishonored Lady,1947
12930,Youth of the Beast,1963
12931,Please Murder Me,1956
12932,The Beloved Rogue,1927
12933,Blind Woman's Curse,1970
12934,Return Of The Gunfighter,1967
12935,1981,2009
12936,Reverb,2007
12937,Bordering on Bad Behavior,2014
12938,Dreams,1955
12939,Happy Here and Now,2002
12940,Cult,2007
12941,Peyote,2013
12942,Lady of Burlesque,1943
12943,Operation Amsterdam,1959
12944,French Immersion,2011
12945,No Love in the City,2009
12946,Cold Heaven,1992
12947,Revolver,1973
12948,The Velvet Vampire,1971
12949,Night Junkies,2007
12950,Our Mother's House,1967
12951,Mountain Family Robinson,1979
12952,Simba,1955
12953,Control Alt Delete,2008
12954,For the Glory,2012
12955,The Ferryman,2007
12956,Asso,1981
12957,Angel III: The Final Chapter,1988
12958,Night at the Golden Eagle,2002
12959,The Deported,2010
12960,Under the Boardwalk,1989
12961,The Zookeeper,2001
12962,L'immortelle,1963
12963,The Gangster,2012
12964,The Legend of Black Annie,2015
12965,Warrior Princess,2012
12966,Up to His Ears,1965
12967,Entertaining Angels,1996
12968,Assault of the Killer Bimbos,1988
12969,InAlienable,2008
12970,Long Ago Tomorrow,1971
12971,Cry Uncle,1971
12972,The Warring States,2011
12973,Hot Shot,1987
12974,Crazed Fruit,1956
12975,Into Temptation,2009
12976,Neram,2013
12977,Kaanchi: The Unbreakable,2014
12978,The Untold Story,1993
12979,The Coffee Shop,2014
12980,The Canterville Ghost,1944
12981,Monsieur Hire,1989
12982,The Double Hour,2009
12983,To Kill a Man,2014
12984,Mambo Café,2000
12985,Tall Stranger,1957
12986,Ossos,1997
12987,The Garden of Earthly Delights,2004
12988,Roads to Koktebel,2003
12989,Papa's Delicate Condition,1963
12990,Meanwhile,2011
12991,24 City,2008
12992,Galileo,1975
12993,Rocksteady,2010
12994,Soccer Dog: European Cup,2004
12995,Blood Trails,2006
12996,Treasure of the Amazon,1985
12997,Joseph Smith: Prophet of the Restoration,2005
12998,The Disappeared,2012
12999,The Astro Zombies,1968
13000,Play Hooky,2012
13001,The Daughter,2013
13002,Spin,2003
13003,Quill: The Life of a Guide Dog,2004
13004,Invincible Shaolin,1978
13005,Modus Operandi,2010
13006,The Sandman,1996
13007,Hurricane Smith,1992
13008,The King Maker,2005
13009,Sasquatch Mountain,2006
13010,A Four Letter Word,2008
13011,A Man Alone,1955
13012,Masquerades,2008
13013,Regretting Fish,2011
13014,Chance Pe Dance,2010
13015,Origin: Spirits of the Past,2006
13016,Once Upon a Time in China & America,1997
13017,The Witnesses,2007
13018,Captive,2012
13019,The Firemen's Ball,1967
13020,A Snake of June,2004
13021,Three Blind Mice,2003
13022,After Effect,2013
13023,Confess,2005
13024,The Farmer Takes a Wife,1935
13025,"Raging Sun, Raging Sky",2009
13026,"September 30, 1955",1978
13027,Psychic Experiment,2009
13028,The All-American Boy,1973
13029,Baby Blood,1990
13030,Poor Pretty Eddie,1975
13031,The Grind,2009
13032,Streetwalkin',1985
13033,Je tu il elle,1976
13034,Blood and Sand,1922
13035,Mirror Mirror III: The Voyeur,1995
13036,Powder,2011
13037,Pharaoh's Army,1995
13038,Fired,2010
13039,Princesa,2001
13040,Incredible Petrified World,1959
13041,305,2008
13042,Winterhawk,1975
13043,Dark Remains,2005
13044,Guest in the House,1944
13045,Amy,1997
13046,Stripped to Kill,1987
13047,Udhayam NH4,2013
13048,Bad Day to Go Fishing,2009
13049,Missed Connections,2015
13050,I'm Dancing as Fast as I Can,1982
13051,The Amazing Mr. X,1948
13052,The Pleasure of Being Robbed,2008
13053,Phobia,1980
13054,Orange Love,2007
13055,Mad Cowgirl,2006
13056,The Hanging Woman,1973
13057,Blue Tiger,1994
13058,"Little Women, Big Cars",2012
13059,Invisible Ghost,1941
13060,LBF,2011
13061,Bullies,1986
13062,Hamsun,1996
13063,Lilith,2011
13064,Golden Winter,2012
13065,The Way Home,2002
13066,Haunting of the Innocent,2014
13067,The Twelve Tasks of Asterix,1976
13068,She Monkeys,2011
13069,Knock Out,2010
13070,Severed Ways: The Norse Discovery of America,2009
13071,"Bomba, the Jungle Boy",1949
13072,The Big Fat Stone,2014
13073,Amazing Grace,1974
13074,Pit Stop,1969
13075,The End of St. Petersburg,1927
13076,Black Magic,1975
13077,Night Must Fall,1937
13078,In Her Defense,1999
13079,Regular Guys,1996
13080,Come As You Are,2005
13081,Welcome to Sajjanpur,2008
13082,The Citadel,1938
13083,Federal Hill,1995
13084,Steppin,2009
13085,Face to Face,2011
13086,The New Twenty,2009
13087,Raising Genius,2004
13088,Sword of the Assassin,2012
13089,Dirty Weekend,2013
13090,What Happened Was...,1994
13091,Fangs of the Living Dead,1969
13092,From What Is Before,2014
13093,Be with Me,2005
13094,Death Rage,1976
13095,All Saint's Eve,2015
13096,Christopher Columbus,1949
13097,Fall Down Dead,2007
13098,Chop,2011
13099,Anita Ho,2014
13100,Hiding Victoria,2007
13101,Street Days,2010
13102,The Sublime and Beautiful,2014
13103,And Now ... Ladies and Gentlemen...,2002
13104,Blue and Not So Pink,2012
13105,(Untitled) ,2009
13106,Meatball Machine,2005
13107,Mozart's Sister,2010
13108,Art of the Devil II,2005
13109,P-51 Dragon Fighter,2014
13110,Tale of a Vampire,1992
13111,Wedding Day,2012
13112,23 Minutes to Sunrise,2013
13113,Angel Town,1990
13114,Catch That Girl,2002
13115,Rabid Grannies,1988
13116,Race,2007
13117,A Leading Man,2014
13118,You're Nobody 'til Somebody Kills You,2012
13119,A Man and a Woman: 20 Years Later,1986
13120,Criminally Insane,1975
13121,The Mini-Skirt Mob,1968
13122,Sugar Boxx,2009
13123,Girls for Rent,1974
13124,Love Camp 7,1969
13125,Southern Baptist Sissies,2013
13126,Dark Planet,1997
13127,Never a Dull Moment,1968
13128,Chained: Code 207,2012
13129,Circuitry Man,1990
13130,Midsummer,2003
13131,Poker Run,2009
13132,Mushrooms,1995
13133,Loved,1997
13134,Apaches,2013
13135,All She Can,2011
13136,Crisis,1950
13137,Beware! Children at Play,1989
13138,The Duel at Silver Creek,1952
13139,Maneater,2009
13140,Introducing the Dwights,2007
13141,Wrestlemaniac,2006
13142,Angel of Death,2002
13143,The Killer Eye,1999
13144,Twist,2003
13145,Meeting Venus,1991
13146,Flanders,2006
13147,Festival,2005
13148,Super Nani,2014
13149,Barbie Mariposa & the Fairy Princess,2013
13150,Darna Mana Hai,2003
13151,Shoeshine,1946
13152,The Wind Will Carry Us,1999
13153,Halfaouine: Boy of the Terraces,1990
13154,The Life of Jesus,1997
13155,Quick,2011
13156,Crippled Avengers,1978
13157,Rajathandhiram,2015
13158,The Maid,2005
13159,Krakatoa East of Java,1968
13160,No Regrets for Our Youth,1946
13161,Vanquisher,2009
13162,Scream for Help,1984
13163,The Republic of Love,2004
13164,The Dukes,2007
13165,The Lamp,2011
13166,Ghost from the Machine,2010
13167,One Of Our Spies Is Missing,1966
13168,Starstruck,1982
13169,I'm Through with White Girls,2007
13170,Mirror Mirror II: Raven Dance,1994
13171,Neowolf,2010
13172,Casanova Brown,1944
13173,Summer Rain,2006
13174,Being Us,2014
13175,Touched,2006
13176,Il Posto,1961
13177,"Niagara, Niagara",1997
13178,Kalamity,2010
13179,And You Thought Your Parents Were Weird!,1991
13180,Bullfighter,2000
13181,Lucky Bastard,2009
13182,Brutal Massacre: A Comedy,2008
13183,The Clown at Midnight,1999
13184,The Woman Chaser,1999
13185,The Assailant,2009
13186,Traffic Signal,2007
13187,Key,2011
13188,Hello Lonesome,2010
13189,ZPG: Zero Population Growth,1972
13190,Brother,1997
13191,Colorful,2010
13192,Mad Detective,2007
13193,Amy,2013
13194,Mere Dad Ki Maruti,2013
13195,Saajan,1991
13196,Empire of The Apes,2013
13197,Harem,1999
13198,Uncle Nino,2003
13199,Devil Doll,1964
13200,Tunnel Vision,2013
13201,Night Sights,2011
13202,I Bought a Vampire Motorcycle,1990
13203,Where the Road Meets the Sun,2011
13204,Planzet,2010
13205,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,2006
13206,Giant of Marathon,1959
13207,Little Vera,1988
13208,Tahaan,2008
13209,Coffee Date,2006
13210,Samoan Wedding,2006
13211,Rampo Noir,2005
13212,The Test,2012
13213,Shadow Run,1998
13214,American Zombie,2007
13215,The Salt of Life,2011
13216,The Strangers Gundown,1969
13217,Amazons,1986
13218,Supercapitalist,2012
13219,The Insect Woman,1963
13220,Fake,2010
13221,Ek Khiladi Ek Haseena,2005
13222,Mere Baap Pehle Aap,2008
13223,Ten Nights of Dreams,2006
13224,The Falls,1980
13225,Sins,2012
13226,Applause,2009
13227,Farah Goes Bang,2013
13228,Seven Blood Stained Orchids,1972
13229,Tarzan Triumphs,1943
13230,Ishaqzaade,2012
13231,Love of Siam,2007
13232,White Lion,2010
13233,Spider Forest,2004
13234,Nightmare Weekend,1986
13235,Federal Protection,2002
13236,Besties,2012
13237,Cattle Queen of Montana,1954
13238,Circus of Horrors,1960
13239,Spiderhole,2010
13240,Samurai Avenger: The Blind Wolf,2009
13241,Crosshairs,2013
13242,Beat Girl,1960
13243,Eccentricities of a Blonde-Haired Girl,2009
13244,Up the River,1930
13245,Deewana Mujh Sa Nahin,1990
13246,Late Night Shopping,2001
13247,The Adventures of Bullwhip Griffin,1967
13248,Opal Dream,2006
13249,When Harry Tries to Marry,2011
13250,Beyond the Heavens,2013
13251,Sex Madness,1938
13252,Zombie Hood,2013
13253,Gregory's Two Girls,1999
13254,Kush,2007
13255,Absurdistan,2008
13256,Sample People,2000
13257,Alien Opponent,2011
13258,Electra,1962
13259,Lovelife,1997
13260,Maan Karate,2014
13261,The Honeymoon Machine,1961
13262,Abilene Town,1946
13263,Executive Command,1997
13264,Southbounders,2005
13265,Lovers of Six Years,2008
13266,Lone Wolf and Cub: Baby Cart in Peril,1972
13267,Revolt of the Zombies,1936
13268,Antidote,2014
13269,Airborne,1998
13270,Long Hair of Death,1964
13271,The King of the Streets,2012
13272,Kyon Ki,2005
13273,Butterfly Kiss,1995
13274,Strings,2011
13275,Wings: Sky Force Heroes,2014
13276,"I, the Jury",1982
13277,Hero of the Day,2012
13278,Immigration Tango,2010
13279,Police Force: An Inside Story,2004
13280,Shoujyo: An Adolescent,2001
13281,Weekend with the Babysitter,1970
13282,Helena from the Wedding,2010
13283,Treasure of the Black Jaguar,2010
13284,Fit,2010
13285,"Careful, He Might Hear You",1983
13286,I Heart Shakey,2012
13287,Salt and Pepper,1968
13288,I'm Going Home,2001
13289,Good Intentions,2010
13290,Sophie and Sheba,2010
13291,A Deeper Shade of Blue,2011
13292,Night Hunter,1996
13293,A Night for Dying Tigers,2010
13294,L'amore,1948
13295,The Oregonian,2011
13296,Jeevan Mrityu,1970
13297,Cyberjack,1995
13298,Ratline,2011
13299,How To Steal The World,1968
13300,Schultze Gets the Blues,2003
13301,Heterosexuals,2010
13302,Alois Nebel,2011
13303,Crackula Goes To Hollywood,2015
13304,El Santos vs la Tetona Mendoza,2012
13305,Body Armour,2007
13306,Martin Luther,1953
13307,The Solid Gold Cadillac,1956
13308,My Dog the Champion,2013
13309,Judgment in Berlin,1988
13310,Bombers B-52,1957
13311,LovecraCked! The Movie,2006
13312,The Circle,2002
13313,Dorm,2006
13314,Infested,2002
13315,Nowhere to Hide,1999
13316,Kiltro,2006
13317,Petey Wheatstraw,1977
13318,Hapkido,1972
13319,Laddaland,2011
13320,Luv Ka the End,2011
13321,90 Minutes,2012
13322,With Love... from the Age of Reason,2010
13323,Silver Hawk,2004
13324,Bad Boy Street,2012
13325,Chrysalis,2007
13326,Dragon Hunter,2008
13327,Pyaasa,1957
13328,Odette Toulemonde,2006
13329,Old Cats,2010
13330,Something Real and Good,2013
13331,Born to Race,1988
13332,The Shape of Things to Come,1979
13333,The Mikado,1939
13334,Beyond The Trophy,2012
13335,House by the River,1950
13336,Komban,2015
13337,A Study in Scarlet,1933
13338,Commandments,1997
13339,A Bold Affair,1998
13340,Luck of the Draw,2000
13341,Bandaged,2009
13342,Interview,2003
13343,Tonka,1958
13344,The Breakup Artist,2004
13345,Cyber Wars,2004
13346,Dark Waters,1993
13347,"You, Me & the Circus",2012
13348,One Hundred Mornings,2009
13349,Nijinsky,1980
13350,My Father's Guests,2010
13351,Shanks,1974
13352,King of the Zombies,1941
13353,Conceiving Ada,1999
13354,Head Case,2007
13355,Secrets of the Heart,1997
13356,A Lobster Tale,2006
13357,Go West,2005
13358,Welcome to Paradise,2007
13359,The Flying Guillotine,1975
13360,Fanie Fourie's Lobola,2013
13361,Erosion,2005
13362,Cross Bronx,2004
13363,My Name Is Paul,2013
13364,"Man, Woman and Child",1983
13365,A Breath of Scandal,1960
13366,Muriel,1963
13367,This Is Martin Bonner,2013
13368,Ace of Hearts,2008
13369,The Owner,2012
13370,Bullshot,1983
13371,Legend of the Eight Samurai,1983
13372,Tum Milo Toh Sahi,2010
13373,Bhoot,2003
13374,Duplicate,1998
13375,Khiladi 786,2012
13376,Watercolors,2008
13377,Krantiveer,1994
13378,Whispering Corridors 3: Wishing Stairs,2003
13379,Transylvania,2006
13380,Percentage,2013
13381,The Flame and the Arrow,1950
13382,Tatarak,2009
13383,Public Sex,2009
13384,Sherlock Holmes and the Deadly Necklace,1962
13385,Apres Vous,2003
13386,A Year of the Quiet Sun,1984
13387,In Memorium,2005
13388,Evil Never Dies,2014
13389,Blackbird,2007
13390,Dead Genesis,2010
13391,Four Sheets to the Wind,2007
13392,Rakenrol,2011
13393,Dead Bodies,2003
13394,Nothing Special,2010
13395,The Opponent,2001
13396,Cannibal Man,1972
13397,Finding Rin Tin Tin,2007
13398,Peaches,2005
13399,La Ultima Muerte,2012
13400,Repo,2010
13401,Aaina,1993
13402,Chapman,2013
13403,Jacob the Liar,1974
13404,Toe to Toe,2010
13405,Two Ninas,2000
13406,Fairy King of Ar,1998
13407,Savages Crossing,2011
13408,Passione,2010
13409,"Daddy, I'm a Zombie",2012
13410,Pokemon Zoroark: Master of Illusions,2010
13411,Psycho Gothic Lolita,2010
13412,Laws of Gravity,1992
13413,Randy and the Mob,2007
13414,Satan's Brew,1976
13415,The Mouse on the Moon,1963
13416,Summer '04,2006
13417,The Peacekillers,1971
13418,Valley of the Heart's Delight,2006
13419,This Revolution,2005
13420,Billy and Buddy,2013
13421,Hank and Mike,2008
13422,Sweet Dreams,2003
13423,Sons and Lovers,1960
13424,House of Fools,2002
13425,Lucky: No Time for Love,2005
13426,Dead or Alive,1999
13427,Nightscape,2012
13428,Inside Out,2006
13429,Nothing Bad Can Happen,2013
13430,After Alice,1999
13431,The Rendering,2002
13432,Syncopation,1942
13433,Wound,2010
13434,American Perfekt,1997
13435,Went to Coney Island on a Mission from God: Be Back By Five,1998
13436,The Children Are Watching Us,1944
13437,The Viking Sagas,1995
13438,Another Man's Poison,1951
13439,Groom Lake,2002
13440,Stonebrook,1999
13441,Gnomes and Trolls,2008
13442,Stacy's Knights,1983
13443,Yonkers Joe,2008
13444,Dirty Ho,1979
13445,Hükümet Kadın,2013
13446,Horrors of the Black Museum,1959
13447,Highway 61,1991
13448,The Games,1970
13449,The Captain's Paradise,1953
13450,"Mama, I Want to Sing!",2011
13451,Mad Bastards,2010
13452,Break My Fall,2011
13453,Fast-Walking,1982
13454,Amorous Adventures of Moll Flanders,1965
13455,Lost Islands,2008
13456,Face 2 Face,2012
13457,Hare Rama Hare Krishna,1971
13458,Alain Delon: Flic Story,1975
13459,Horrors of Malformed Men,1969
13460,Shot,2002
13461,Kings Go Forth,1958
13462,My Favorite Blonde,1942
13463,The Auteur,2008
13464,Kira's Reason: A Love Story,2001
13465,Vampires: The Turning,2005
13466,North Star,1996
13467,The Da Vinci Treasure,2006
13468,Dancers,1987
13469,The River,1997
13470,The Devil Bat,1940
13471,The Trouble with the Truth,2011
13472,Just Write,1997
13473,The Return of Superfly,1990
13474,Duel to the Death,1983
13475,Gallery Of Fear,2012
13476,Firepower,1994
13477,Man In Love,2014
13478,"Titeuf, le film",2011
13479,Devi,1960
13480,Illegal,2010
13481,Ram Aur Shyam,1967
13482,Shadows Run Black,1984
13483,Yesterday,2004
13484,The Enemy,2011
13485,The Steamroller and the Violin,1961
13486,Savage Messiah,1972
13487,Blessing,1994
13488,Silsila,1981
13489,The Assault,2010
13490,An Empress and the Warriors,2008
13491,Quiet Days in Clichy,1970
13492,Playing with Fire,2008
13493,Splatter University,1984
13494,Tuvalu,1999
13495,Ghost Bride,2013
13496,Jewel Thief,1967
13497,Out Cold,1989
13498,The Corpse Vanishes,1942
13499,Feed the Fish,2009
13500,The Bandits of Corsica,1953
13501,Diary of a Bachelor,1964
13502,Immigrant,2013
13503,Effi Briest,1974
13504,The Curious Female,1970
13505,The Pope's Toilet,2007
13506,Triple Tap,2010
13507,The Cape Town Affair,1967
13508,Hidden Love,2007
13509,Daffy Duck's Quackbusters,1988
13510,Lose Your Head,2013
13511,Mercy Streets,2000
13512,Say Uncle,2005
13513,Peer Gynt,1941
13514,13 Frightened Girls,1963
13515,Population 2,2012
13516,Power Kids,2009
13517,Curse of the Komodo,2004
13518,The Music Room,1958
13519,VIY,1967
13520,SuicideGirls Must Die!,2010
13521,Awarapan,2007
13522,The Intimate,2005
13523,Raaz,2002
13524,Fast Forward,1985
13525,Raised by Wolves,2014
13526,The Slingshot,1993
13527,7 Assassins (Subtitled),2013
